試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,695670,Harry Ford,6,フォーク,ボール,2,4,132.0,0,0,0,ボール
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,665862,Jazz Chisholm Jr.,1,チェンジアップ,エラー（投球）,0,0,134.5,0,0,0,ボール
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,681230,BJ Murray,1,直球,ボール,0,1,146.1,0,0,0,ボール
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,681230,BJ Murray,2,チェンジアップ,ボール,0,2,133.4,0,0,0,ボール
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,681230,BJ Murray,3,スライダー,ストライク（見逃し）,1,2,133.7,1,0,0,ストライク
788123,2026-03-09,Pool B,B,8,Great Britain,Brazil,649963,Bo Takahashi,681230,BJ Murray,4,直球,インプレー,1,2,145.5,1,1,1,インプレー
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,831112,Osvaldo Carvalho,1,スライダー,ファール,1,0,146.1,1,1,1,ファール
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,831112,Osvaldo Carvalho,2,直球,ボール,1,1,153.0,0,0,0,ボール
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,831112,Osvaldo Carvalho,3,スイーパー,ストライク（空振り）,2,1,132.4,1,1,0,ストライク
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,831112,Osvaldo Carvalho,4,スイーパー,ファールチップ,3,1,134.4,1,1,1,ファール
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,553891,Leonardo Reginatto,1,スライダー,インプレー,0,0,143.6,1,1,1,インプレー
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,683844,Matheus Silva,1,スイーパー,ボール,0,1,134.9,0,0,0,ボール
788123,2026-03-09,Pool B,B,9,Brazil,Great Britain,663941,Tristan Beck,683844,Matheus Silva,2,スライダー,インプレー,0,1,144.0,1,1,1,インプレー
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,1,直球,ボール,0,1,156.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,2,直球,ボール,0,2,155.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,3,直球,ボール,0,3,155.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,4,直球,ボール,0,4,155.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,1,直球,ボール,0,1,155.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,2,スライダー,ボール,0,2,135.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,3,ツーシーム,インプレー,0,2,154.3,1,1,1,インプレー
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,1,スライダー,ボール（自動）,0,1,136.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,2,直球,ファール,1,1,154.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,3,ツーシーム,ボール,1,2,152.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,4,ツーシーム,ファール,2,2,153.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,5,ツーシーム,ストライク（見逃し）,3,2,155.0,1,0,0,ストライク
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,493319,Alfredo Despaigne,1,スライダー,ストライク（空振り）,1,0,133.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,493319,Alfredo Despaigne,2,スライダー,ボール,1,1,133.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,493319,Alfredo Despaigne,3,ツーシーム,ボール（自動）,1,2,153.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Cuba,Puerto Rico,695684,Elmer Rodríguez,493319,Alfredo Despaigne,4,カットボール,インプレー,1,2,142.4,1,1,1,インプレー
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,1,直球,ボール,0,1,148.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,2,直球,ボール,0,2,146.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,3,スライダー,ストライク（見逃し）,1,2,139.9,1,0,0,ストライク
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,4,スライダー,ボール,1,3,138.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,5,スライダー,ファール,2,3,140.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,650489,Willi Castro,6,スライダー,死球,2,3,140.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,1,スライダー,ボール,0,1,137.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,2,チェンジアップ,ストライク（見逃し）,1,1,134.5,1,0,0,ストライク
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,3,スライダー,ファールチップ,2,1,140.3,1,1,1,ファール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,4,チェンジアップ,ボール,2,2,137.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,5,スライダー,ファール,2,2,141.0,1,1,1,ファール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,671218,Heliot Ramos,6,直球,ストライク（空振り）,3,2,149.3,1,1,0,ストライク
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,571448,Nolan Arenado,1,直球,ボール,0,1,148.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,571448,Nolan Arenado,2,チェンジアップ,ストライク（見逃し）,1,1,137.0,1,0,0,ストライク
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,571448,Nolan Arenado,3,スライダー,ボール,1,2,142.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,571448,Nolan Arenado,4,スライダー,インプレー,1,2,142.3,1,1,1,インプレー
788131,2026-03-09,Pool A,A,1,Puerto Rico,Cuba,678789,Julio Robaina,666126,Carlos Cortes,1,ツーシーム,インプレー,0,0,148.5,1,1,1,インプレー
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,1,直球,ボール,0,1,154.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,2,カットボール,ボール,0,2,144.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,3,ツーシーム,ボール,0,3,154.0,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,4,ツーシーム,ストライク（見逃し）,1,3,153.9,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,5,カットボール,ストライク（空振り）,2,3,143.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,628326,Erisbel Arruebarrena,6,カットボール,ボール,2,4,143.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,683427,Omar Hernandez,1,スライダー,ボール,0,1,135.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,683427,Omar Hernandez,2,直球,ボール,0,2,153.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,683427,Omar Hernandez,3,ツーシーム,ストライク（見逃し）,1,2,152.4,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,683427,Omar Hernandez,4,ツーシーム,ボール,1,3,151.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,683427,Omar Hernandez,5,ツーシーム,インプレー,1,3,151.6,1,1,1,インプレー
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,698795,Yoelkis Guibert,1,カーブ,ストライク（見逃し）,1,0,128.9,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,698795,Yoelkis Guibert,2,チェンジアップ,ストライク（空振り）,2,0,139.5,1,1,0,ストライク
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,698795,Yoelkis Guibert,3,チェンジアップ,ボール,2,1,140.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,698795,Yoelkis Guibert,4,直球,ボール,2,2,151.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Cuba,Puerto Rico,695684,Elmer Rodríguez,698795,Yoelkis Guibert,5,チェンジアップ,ストライク（空振り）,3,2,141.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,687231,Darell Hernaiz,1,チェンジアップ,死球,0,0,133.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,592696,Eddie Rosario,1,スイーパー,ストライク（見逃し）,1,0,129.2,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,592696,Eddie Rosario,2,ツーシーム,ストライク（見逃し）,2,0,144.2,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,592696,Eddie Rosario,3,ツーシーム,インプレー,2,0,147.4,1,1,1,インプレー
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,656896,Emmanuel Rivera,1,直球,ボール,0,1,149.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,656896,Emmanuel Rivera,2,チェンジアップ,死球,0,1,135.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,1,スイーパー,ボール（自動）,0,1,130.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,2,スイーパー,ファール,1,1,130.7,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,3,ツーシーム,ストライク（見逃し）,2,1,146.8,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,4,直球,ファール,2,1,149.8,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,5,直球,ボール,2,2,149.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,6,スイーパー,ファール,2,2,129.6,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,7,スイーパー,ボール,2,3,128.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,8,スライダー,ファール,2,3,139.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,9,スライダー,ファール,2,3,140.2,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,669004,MJ Melendez,10,スライダー,ボール,2,4,140.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,678789,Julio Robaina,455117,Martín Maldonado,1,スライダー,エラー（投球）,0,0,140.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,1,チェンジアップ,ボール,0,1,136.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,2,直球,ボール,0,2,145.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,3,チェンジアップ,ストライク（見逃し）,1,2,134.4,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,4,チェンジアップ,ボール,1,3,135.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,5,チェンジアップ,ファール,2,3,132.8,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,6,スライダー,ファール,2,3,140.7,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,650489,Willi Castro,7,チェンジアップ,ボール,2,4,135.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,1,ツーシーム,ストライク（見逃し）,1,0,146.4,1,0,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,2,チェンジアップ,ボール,1,1,136.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,3,スライダー,ファール,2,1,139.2,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,4,スライダー,ファール,2,1,131.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,5,チェンジアップ,ファール,2,1,134.7,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,6,ツーシーム,ボール,2,2,148.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,7,チェンジアップ,ボール,2,3,134.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,671218,Heliot Ramos,8,スライダー,ボール,2,4,139.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,1,チェンジアップ,ファール,1,0,137.1,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,2,ツーシーム,ファール,2,0,148.7,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,3,チェンジアップ,ボール（自動）,2,1,134.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,4,スライダー,ファール,2,1,140.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,5,直球,ファール,2,1,148.1,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,6,ツーシーム,ファール,2,1,148.2,1,1,1,ファール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,571448,Nolan Arenado,7,チェンジアップ,ストライク（空振り）,3,1,133.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,666126,Carlos Cortes,1,チェンジアップ,ボール,0,1,134.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,2,Puerto Rico,Cuba,673603,Luis Romero,666126,Carlos Cortes,2,ツーシーム,インプレー,0,1,146.4,1,1,1,インプレー
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,838354,Leonel Moas Jr.,1,直球,ボール,0,1,152.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,838354,Leonel Moas Jr.,2,ツーシーム,ファール,1,1,151.6,1,1,1,ファール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,838354,Leonel Moas Jr.,3,ツーシーム,ストライク（見逃し）,2,1,152.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,838354,Leonel Moas Jr.,4,スライダー,ストライク（空振り）,3,1,134.2,1,1,0,ストライク
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,691268,Yiddi Cappe,1,ツーシーム,ボール,0,1,154.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,691268,Yiddi Cappe,2,直球,ボール,0,2,152.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,691268,Yiddi Cappe,3,ツーシーム,死球,0,2,151.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,1,カーブ,ボール,0,1,124.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,2,ツーシーム,ストライク（見逃し）,1,1,151.0,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,661270,Roel Santos,3,チェンジアップ,インプレー,1,1,136.2,1,1,1,インプレー
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,1,チェンジアップ,ボール,0,1,140.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,2,チェンジアップ,ボール,0,2,139.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,3,ツーシーム,ストライク（見逃し）,1,2,150.0,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,4,ツーシーム,ボール,1,3,151.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,660162,Yoán Moncada,5,ツーシーム,ボール,1,4,150.6,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,1,スライダー,ボール,1,1,135.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,2,スライダー,ボール,1,2,134.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Cuba,Puerto Rico,695684,Elmer Rodríguez,673508,Ariel Martinez,3,ツーシーム,インプレー,1,2,151.9,1,1,1,インプレー
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,687231,Darell Hernaiz,1,スイーパー,ストライク（見逃し）,1,0,132.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,687231,Darell Hernaiz,2,スイーパー,ファール,2,0,133.6,1,1,1,ファール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,687231,Darell Hernaiz,3,直球,ストライク（見逃し）,3,0,152.1,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,1,直球,ストライク（見逃し）,1,0,153.5,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,2,直球,ストライク（空振り）,2,0,152.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,3,チェンジアップ,ボール,2,1,132.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,4,スイーパー,ファール,2,1,136.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,5,直球,ファール,2,1,151.1,1,1,1,ファール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,6,直球,ボール,2,2,152.9,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,7,チェンジアップ,ファール,2,2,135.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,592696,Eddie Rosario,8,直球,ストライク（空振り）,3,2,151.1,1,1,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,656896,Emmanuel Rivera,1,スイーパー,ストライク（見逃し）,1,0,133.3,1,0,0,ストライク
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,656896,Emmanuel Rivera,2,直球,ボール,1,1,154.8,0,0,0,ボール
788131,2026-03-09,Pool A,A,3,Puerto Rico,Cuba,814300,Josimar Cousin,656896,Emmanuel Rivera,3,スイーパー,インプレー,1,1,137.6,1,1,1,インプレー
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,493319,Alfredo Despaigne,1,直球,ストライク（見逃し）,1,0,148.9,1,0,0,ストライク
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,493319,Alfredo Despaigne,2,チェンジアップ,ボール,1,1,133.4,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,493319,Alfredo Despaigne,3,チェンジアップ,ストライク（空振り）,2,1,132.6,1,1,0,ストライク
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,493319,Alfredo Despaigne,4,チェンジアップ,インプレー,2,1,133.3,1,1,1,インプレー
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,1,直球,ボール,0,1,151.1,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,2,直球,ボール,0,2,148.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,3,直球,ボール,0,3,148.7,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,4,直球,ストライク（見逃し）,1,3,147.7,1,0,0,ストライク
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,5,直球,ファール,2,3,150.0,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,628326,Erisbel Arruebarrena,6,直球,ボール,2,4,150.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,1,チェンジアップ,ボール,0,1,135.2,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,2,直球,ボール,0,2,146.3,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,3,直球,ファール,1,2,148.7,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,4,直球,ファール,2,2,147.6,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,5,直球,ファール,2,2,150.5,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,6,チェンジアップ,ファール,2,2,131.8,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,683427,Omar Hernandez,7,直球,インプレー,2,2,147.7,1,1,1,インプレー
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,1,直球,ボール,0,1,149.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,2,直球,ボール,0,2,148.5,0,0,0,ボール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,3,直球,ファール,1,2,149.2,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,4,直球,ファール,2,2,149.2,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,5,スライダー,ファール,2,2,128.4,1,1,1,ファール
788131,2026-03-09,Pool A,A,4,Cuba,Puerto Rico,663558,Jovani Morán,698795,Yoelkis Guibert,6,直球,ボール,2,3,149.7,0,0,0,ボール
