試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,803013,Marek Chlup,2,チェンジアップ,ストライク（空振り）,2,0,132.1,1,1,0,ストライク
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,803013,Marek Chlup,3,フォーク,ボール,2,1,131.3,0,0,0,ボール
788117,2026-03-07,Pool C,C,5,Czechia,Chinese Taipei,801179,Yu-Min Lin,803013,Marek Chlup,4,直球,ストライク（空振り）,3,1,147.7,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,1,カーブ,ボール,0,1,100.3,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,2,カーブ,ボール,0,2,103.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,3,スライダー,ストライク（見逃し）,1,2,114.3,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,4,カーブ,ボール,1,3,102.7,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,656413,Stuart Fairchild,5,カーブ,ボール,1,4,105.1,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644374,Yu Chang,1,カーブ,ボール,0,1,106.1,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644374,Yu Chang,2,カーブ,ファール,1,1,105.6,1,1,1,ファール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644374,Yu Chang,3,カーブ,ボール,1,2,105.6,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644374,Yu Chang,4,カーブ,エラー（投球）,1,2,105.3,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,838360,An-Ko Lin,1,カーブ,ストライク（見逃し）,1,0,105.3,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,838360,An-Ko Lin,2,カーブ,ファール,2,0,105.6,1,1,1,ファール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,838360,An-Ko Lin,3,カーブ,ストライク（空振り）,3,0,105.1,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,626423,Martin Schneider,644375,Kungkuan Giljegiljaw,1,カーブ,ヒットバイピッチ,0,1,102.7,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,670076,Lyle Lin,1,ツーシーム,ボール,0,1,153.4,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,670076,Lyle Lin,2,スライダー,ヒットバイピッチ,0,2,131.8,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,1,スライダー,ボール,0,1,132.8,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,2,ツーシーム,ボール,0,2,151.0,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,3,直球,ボール,0,3,149.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,4,ツーシーム,ストライク（見逃し）,1,3,151.1,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808997,Kun-Yu Chiang,5,ツーシーム,ボール,1,4,150.6,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,1,チェンジアップ,ストライク（見逃し）,1,0,139.0,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,2,チェンジアップ,ボール,1,1,140.5,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,3,チェンジアップ,ボール,1,2,139.0,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,4,チェンジアップ,ボール,1,3,139.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,807828,Boris Vecerka,808992,Chen-Wei Chen,5,ツーシーム,エラー（投球）,1,3,153.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,691907,Tsung-Che Cheng,1,カーブ,ボール,0,1,114.9,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,691907,Tsung-Che Cheng,2,スライダー,ボール,0,2,126.0,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,691907,Tsung-Che Cheng,3,スライダー,ボール,0,3,127.3,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,691907,Tsung-Che Cheng,4,スライダー,エラー（投球）,0,3,128.1,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,830723,Cheng-Hui Sung,1,スライダー,ストライク（見逃し）,1,0,128.7,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,830723,Cheng-Hui Sung,2,カーブ,ストライク（空振り）,2,0,115.4,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,830723,Cheng-Hui Sung,3,カーブ,ボール,2,1,120.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Chinese Taipei,Czechia,693972,Filip Capka,830723,Cheng-Hui Sung,4,ツーシーム,ストライク（空振り）,3,1,135.5,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,548431,Martin Cervenka,1,直球,ストライク（空振り）,1,0,153.2,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,548431,Martin Cervenka,2,直球,ストライク（見逃し）,2,0,152.9,1,0,0,ストライク
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,548431,Martin Cervenka,3,スイーパー,ストライク（空振り）,3,0,138.2,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,1,直球,ストライク（空振り）,1,0,152.4,1,1,0,ストライク
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,2,スイーパー,ファール,2,0,140.2,1,1,1,ファール
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,3,直球,ボール,2,1,150.8,0,0,0,ボール
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,4,スイーパー,ファール,2,1,138.9,1,1,1,ファール
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,5,スイーパー,ファール,2,1,137.1,1,1,1,ファール
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,828317,Matous Bubenik,6,直球,インプレー,2,1,152.4,1,1,1,インプレー
788117,2026-03-07,Pool C,C,6,Czechia,Chinese Taipei,666020,Kai-Wei Lin,837160,Jan Pospisil,1,直球,インプレー,0,0,152.2,1,1,1,インプレー
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,809006,Nien-Ting Wu,1,ツーシーム,ボール,0,1,134.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,809006,Nien-Ting Wu,2,スライダー,ファール,1,1,127.3,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,809006,Nien-Ting Wu,3,カーブ,死球,1,1,114.9,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,644374,Yu Chang,1,カーブ,インプレー,0,0,113.9,1,1,1,インプレー
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,1,カーブ,ストライク（見逃し）,1,0,115.6,1,0,0,ストライク
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,2,ツーシーム,ボール,1,1,137.3,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,3,スライダー,ボール,1,2,126.7,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,4,スライダー,ボール,1,3,129.4,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,838360,An-Ko Lin,5,スライダー,インプレー,1,3,127.6,1,1,1,インプレー
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,839138,Cheng-Yu Chang,1,スライダー,ボール,0,1,129.9,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Chinese Taipei,Czechia,693972,Filip Capka,839138,Cheng-Yu Chang,2,カーブ,インプレー,0,1,118.0,1,1,1,インプレー
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,1,直球,ストライク（空振り）,1,0,153.7,1,1,0,ストライク
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,2,直球,ストライク（空振り）,2,0,153.9,1,1,0,ストライク
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,3,直球,ボール,2,1,154.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,4,スライダー,ボール,2,2,137.9,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,693975,Martin Cervinka,5,直球,ストライク（空振り）,3,2,153.9,1,1,0,ストライク
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,1,直球,ボール,0,1,152.2,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,2,直球,ファール,1,1,152.4,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,3,直球,ボール,1,2,150.8,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,4,直球,ファールチップ,2,2,152.1,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,5,直球,ファール,2,2,153.5,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,687781,Vojtech Mensik,6,直球,インプレー,2,2,152.4,1,1,1,インプレー
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,831799,Michal Sindelka,1,直球,ファール,1,0,152.2,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,831799,Michal Sindelka,2,直球,ボール,1,1,152.9,0,0,0,ボール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,831799,Michal Sindelka,3,カットボール,ファール,2,1,138.1,1,1,1,ファール
788117,2026-03-07,Pool C,C,7,Czechia,Chinese Taipei,809004,Jyun-Yue Tseng,831799,Michal Sindelka,4,直球,ストライク（空振り）,3,1,151.3,1,1,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,1,直球,ストライク（空振り）,1,0,154.2,1,1,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,2,カーブ,死球,1,0,125.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,663330,Jahmai Jones,1,カーブ,ボール,0,1,125.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,663330,Jahmai Jones,2,直球,死球,0,1,154.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,808982,Jung Hoo Lee,1,直球,エラー（投球）,0,0,154.5,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838336,Hyun Min Ahn,1,直球,ストライク（見逃し）,1,0,153.4,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838336,Hyun Min Ahn,2,チェンジアップ,ボール（自動）,1,1,138.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838336,Hyun Min Ahn,3,カーブ,ファール,2,1,128.9,1,1,1,ファール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,838336,Hyun Min Ahn,4,直球,ストライク（空振り）,3,1,155.3,1,1,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,1,直球,ボール,0,1,155.3,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,2,直球,ボール,0,2,154.3,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,3,スライダー,ファール,1,2,138.2,1,1,1,ファール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,4,直球,ボール,1,3,152.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,694376,Shay Whitcomb,5,スライダー,インプレー,1,3,137.9,1,1,1,インプレー
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823575,Bo Gyeong Moon,1,スライダー,ボール,0,1,142.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823575,Bo Gyeong Moon,2,スライダー,ストライク（空振り）,1,1,140.7,1,1,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823575,Bo Gyeong Moon,3,スライダー,エラー（投球）,1,1,140.5,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,1,カーブ,ボール（自動）,0,1,129.1,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,2,カーブ,ストライク（見逃し）,1,1,127.8,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,3,チェンジアップ,ボール,1,2,135.8,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,4,カーブ,ボール,1,3,125.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Korea,Japan,579328,Yusei Kikuchi,823572,Ju Won Kim,5,スライダー,インプレー,1,3,139.0,1,1,1,インプレー
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,1,直球,ボール,0,1,139.4,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,2,直球,ストライク（見逃し）,1,1,139.5,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,3,チェンジアップ,ボール,1,2,124.1,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,4,チェンジアップ,ボール,1,3,119.7,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,660271,Shohei Ohtani,5,直球,ボール,1,4,138.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,685547,Kensuke Kondoh,1,チェンジアップ,ボール,1,1,119.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,685547,Kensuke Kondoh,2,直球,インプレー,1,1,138.4,1,1,1,インプレー
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,1,直球,ボール,0,1,139.7,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,2,チェンジアップ,ボール,0,2,122.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,3,チェンジアップ,ストライク（空振り）,1,2,119.6,1,1,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,4,直球,ボール,1,3,136.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,5,チェンジアップ,ストライク（見逃し）,2,3,119.6,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,673548,Seiya Suzuki,6,直球,エラー（投球）,2,3,137.4,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,807799,Masataka Yoshida,1,直球,ストライク（見逃し）,1,0,140.0,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,807799,Masataka Yoshida,2,直球,ストライク（見逃し）,2,0,141.0,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,807799,Masataka Yoshida,3,チェンジアップ,インプレー,2,0,122.8,1,1,1,インプレー
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,672960,Kazuma Okamoto,1,スイーパー,ボール,0,1,119.7,0,0,0,ボール
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,672960,Kazuma Okamoto,2,チェンジアップ,ストライク（見逃し）,1,1,123.6,1,0,0,ストライク
788118,2026-03-07,Pool C,C,1,Japan,Korea,808978,Young Pyo Ko,672960,Kazuma Okamoto,3,スイーパー,インプレー,1,1,121.5,1,1,1,インプレー
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,673526,Dong Won Park,1,カーブ,ストライク（見逃し）,1,0,125.7,1,0,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,673526,Dong Won Park,2,直球,ボール,1,1,153.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,673526,Dong Won Park,3,カーブ,ボール,1,2,125.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,673526,Dong Won Park,4,スライダー,ストライク（空振り）,2,2,138.1,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,673526,Dong Won Park,5,スライダー,ストライク（空振り）,3,2,136.3,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,1,直球,ボール,0,1,153.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,2,スライダー,ストライク（見逃し）,1,1,134.5,1,0,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,3,スライダー,ストライク（空振り）,2,1,139.0,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,4,直球,ファール,2,1,153.9,1,1,1,ファール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,5,カーブ,ボール,2,2,127.0,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,6,スライダー,ファール,2,2,137.3,1,1,1,ファール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,7,直球,ファール,2,2,154.3,1,1,1,ファール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,808975,Hyeseong Kim,8,スライダー,ストライク（空振り）,3,2,137.3,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,1,直球,ストライク（空振り）,1,0,155.8,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,2,直球,ボール,1,1,155.8,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,3,直球,ボール,1,2,155.3,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,4,スライダー,ボール,1,3,139.9,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,5,スライダー,ストライク（空振り）,2,3,139.0,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Korea,Japan,579328,Yusei Kikuchi,838339,Do Yeong Kim,6,スライダー,インプレー,2,3,137.8,1,1,1,インプレー
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808959,Munetaka Murakami,1,チェンジアップ,ストライク（見逃し）,1,0,121.0,1,0,0,ストライク
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808959,Munetaka Murakami,2,直球,ボール,1,1,139.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808959,Munetaka Murakami,3,スイーパー,ストライク（見逃し）,2,1,120.4,1,0,0,ストライク
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808959,Munetaka Murakami,4,チェンジアップ,ストライク（空振り）,3,1,118.3,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,1,直球,ストライク（見逃し）,1,0,138.2,1,0,0,ストライク
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,2,スイーパー,ボール,1,1,120.5,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,3,チェンジアップ,ストライク（空振り）,2,1,119.7,1,1,0,ストライク
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,4,スイーパー,ボール,2,2,121.2,0,0,0,ボール
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,5,チェンジアップ,ファール,2,2,121.7,1,1,1,ファール
788118,2026-03-07,Pool C,C,2,Japan,Korea,808978,Young Pyo Ko,808957,Shugo Maki,6,直球,ファール,2,2,136.2,1,1,1,ファール
